A,e,simulation
0.00028556761009,0.8570696853,590
0.00051223698754,0.5081917988,591
0.00022616379273,0.730931394,592
0.00015300343504,0.8679763037,593
0.00025389820334,0.078355876,594
1.3126146539e-05,0.5359442552,595
7.6753853297e-05,0.8053824315,596
2.5950589217e-05,0.2085028277,597
1.5532960583e-05,0.8596270514,598
0.00011616261098,0.4149258602,599
0.0010573423537,0.248215269,600
7.2251242521e-06,0.7025478187,601
0.00015072863357,0.7775693935,602
0.0017303770934,0.9535505716,603
0.00087671965204,0.2218644921,604
0.0029047693866,0.6714147414,605
0.00036722980022,0.5901132324,606
1.0005248258e-05,0.7515304461,607
0.0018946462126,0.5575444804,608
2.7121928081e-05,0.6327962735,609
0.00023656044289,0.978616079,610
0.017314728686,0.9992978539,611
0.00011933513264,0.8670442381,612
9.578514602e-06,0.6930881111,613
0.001148969132,0.3292401546,614
1.1954871168e-05,0.9022579471,615
0.00021156538384,0.850980037,616
1.1842754172e-05,0.3250265327,617
0.000121615654,0.717435321,618
0.00074396419151,0.8612627064,619
1.2439199092e-05,0.9318606257,620
1.2818387533e-05,0.708148309,621
0.00014250146552,0.7024019813,622
0.00027808348808,0.909358781,623
0.00018153095534,0.9912359225,624
7.8758583737e-06,0.9254319589,625
0.0017108049918,0.878400082,626
7.2677304876e-05,0.4308955045,627
0.00010867935794,0.318673746,628
0.00050422758122,0.99276861,629
7.6391932693e-06,0.9829061345,630
3.2027679046e-05,0.9745934695,631
1.5336276492e-06,0.858451559,632
2.1223236941e-05,0.9620798644,633
2.0371586684e-05,0.8612289199,634
0.00051089623114,0.8378076104,635
0.00044067004864,0.7042589418,636
8.1523175431e-07,0.5172440106,637
5.2525408095e-05,0.8207526326,638
0.00026082183625,0.2981124596,639
0.00032068105684,0.7571036097,640
7.5822794841e-06,0.5559946538,641
1.7837997146e-06,0.6008598107,642
0.0015688921428,0.9513932454,643
0.0010191838462,0.6008040274,644
4.5571607021e-05,0.6431801204,645
2.2816865928e-05,0.9116963054,646
0.00077074171681,0.2054646301,647
0.00033192885653,0.1147069363,648
0.00086377299852,0.0797526063,649
0.00055022716631,0.2484216428,650
4.6191486106e-05,0.3641058622,651
